Year,Jurisdiction,Industry,Product,Value
2002,Yukon,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2002,Yukon,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2002,Yukon,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2003,Canada,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,33299610000
2003,Canada,Pulp and paper product manufacturing,Converted paper product manufacturing,10175305000
2003,Canada,Pulp and paper product manufacturing,Pulp paper and paperboard mills,23124305000
2003,Alberta,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,1616848000
2003,Alberta,Pulp and paper product manufacturing,Converted paper product manufacturing,284420000
2003,Alberta,Pulp and paper product manufacturing,Pulp paper and paperboard mills,1332428000
2003,British Columbia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,5622913000
2003,British Columbia,Pulp and paper product manufacturing,Converted paper product manufacturing,400469000
2003,British Columbia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,5222444000
2003,Manitoba,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2003,Manitoba,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2003,Manitoba,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2003,New Brunswick,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,2288544000
2003,New Brunswick,Pulp and paper product manufacturing,Converted paper product manufacturing,137573000
2003,New Brunswick,Pulp and paper product manufacturing,Pulp paper and paperboard mills,2150971000
2003,Newfoundland and Labrador,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,459592000
2003,Newfoundland and Labrador,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2003,Newfoundland and Labrador,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2003,Northwest Territories,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2003,Northwest Territories,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2003,Northwest Territories,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2003,Nova Scotia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,789456000
2003,Nova Scotia,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2003,Nova Scotia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2003,Nunavut,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2003,Nunavut,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2003,Nunavut,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2003,Ontario,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,10895306000
2003,Ontario,Pulp and paper product manufacturing,Converted paper product manufacturing,5578749000
2003,Ontario,Pulp and paper product manufacturing,Pulp paper and paperboard mills,5316557000
2003,Prince Edward Island,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,23449000
2003,Prince Edward Island,Pulp and paper product manufacturing,Converted paper product manufacturing,23449000
2003,Prince Edward Island,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2003,Quebec,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,10647970000
2003,Quebec,Pulp and paper product manufacturing,Converted paper product manufacturing,3317921000
2003,Quebec,Pulp and paper product manufacturing,Pulp paper and paperboard mills,7330049000
2003,Saskatchewan,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2003,Saskatchewan,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2003,Saskatchewan,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2003,Yukon,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2003,Yukon,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2003,Yukon,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2004,Canada,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,33711010000
2004,Canada,Pulp and paper product manufacturing,Converted paper product manufacturing,9967467000
2004,Canada,Pulp and paper product manufacturing,Pulp paper and paperboard mills,23743543000
2004,Alberta,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,1646085000
2004,Alberta,Pulp and paper product manufacturing,Converted paper product manufacturing,296514000
2004,Alberta,Pulp and paper product manufacturing,Pulp paper and paperboard mills,1349571000
2004,British Columbia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,5833611000
2004,British Columbia,Pulp and paper product manufacturing,Converted paper product manufacturing,445152000
2004,British Columbia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,5388459000
2004,Manitoba,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,518632000
2004,Manitoba,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2004,Manitoba,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2004,New Brunswick,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2004,New Brunswick,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2004,New Brunswick,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2004,Newfoundland and Labrador,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,448935000
2004,Newfoundland and Labrador,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2004,Newfoundland and Labrador,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2004,Northwest Territories,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2004,Northwest Territories,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2004,Northwest Territories,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2004,Nova Scotia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2004,Nova Scotia,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2004,Nova Scotia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2004,Nunavut,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2004,Nunavut,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2004,Nunavut,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2004,Ontario,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,10574543000
2004,Ontario,Pulp and paper product manufacturing,Converted paper product manufacturing,5237189000
2004,Ontario,Pulp and paper product manufacturing,Pulp paper and paperboard mills,5337354000
2004,Prince Edward Island,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,32481000
2004,Prince Edward Island,Pulp and paper product manufacturing,Converted paper product manufacturing,32481000
2004,Prince Edward Island,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2004,Quebec,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,10604007000
2004,Quebec,Pulp and paper product manufacturing,Converted paper product manufacturing,3305655000
2004,Quebec,Pulp and paper product manufacturing,Pulp paper and paperboard mills,7298352000
2004,Saskatchewan,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,623334000
2004,Saskatchewan,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2004,Saskatchewan,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2004,Yukon,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2004,Yukon,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2004,Yukon,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2005,Canada,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,32063868000
2005,Canada,Pulp and paper product manufacturing,Converted paper product manufacturing,9614679000
2005,Canada,Pulp and paper product manufacturing,Pulp paper and paperboard mills,22449189000
2005,Alberta,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,1648934000
2005,Alberta,Pulp and paper product manufacturing,Converted paper product manufacturing,281250000
2005,Alberta,Pulp and paper product manufacturing,Pulp paper and paperboard mills,1367684000
2005,British Columbia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,5441510000
2005,British Columbia,Pulp and paper product manufacturing,Converted paper product manufacturing,436799000
2005,British Columbia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,5004711000
2005,Manitoba,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,530272000
2005,Manitoba,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2005,Manitoba,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2005,New Brunswick,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2005,New Brunswick,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2005,New Brunswick,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2005,Newfoundland and Labrador,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2005,Newfoundland and Labrador,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2005,Newfoundland and Labrador,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2005,Northwest Territories,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2005,Northwest Territories,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2005,Northwest Territories,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2005,Nova Scotia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2005,Nova Scotia,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2005,Nova Scotia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2005,Nunavut,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2005,Nunavut,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2005,Nunavut,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2005,Ontario,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,10114480000
2005,Ontario,Pulp and paper product manufacturing,Converted paper product manufacturing,5124378000
2005,Ontario,Pulp and paper product manufacturing,Pulp paper and paperboard mills,4990102000
2005,Prince Edward Island,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2005,Prince Edward Island,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2005,Prince Edward Island,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2005,Quebec,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,10778554000
2005,Quebec,Pulp and paper product manufacturing,Converted paper product manufacturing,3072895000
2005,Quebec,Pulp and paper product manufacturing,Pulp paper and paperboard mills,7705659000
2005,Saskatchewan,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,491711000
2005,Saskatchewan,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2005,Saskatchewan,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2005,Yukon,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2005,Yukon,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2005,Yukon,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2006,Canada,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,30154961000
2006,Canada,Pulp and paper product manufacturing,Converted paper product manufacturing,9162435000
2006,Canada,Pulp and paper product manufacturing,Pulp paper and paperboard mills,20992526000
2006,Alberta,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,1728651000
2006,Alberta,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2006,Alberta,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2006,British Columbia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,5495824000
2006,British Columbia,Pulp and paper product manufacturing,Converted paper product manufacturing,424976000
2006,British Columbia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,5070848000
2006,Manitoba,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,483534000
2006,Manitoba,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2006,Manitoba,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2006,New Brunswick,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2006,New Brunswick,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2006,New Brunswick,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2006,Newfoundland and Labrador,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2006,Newfoundland and Labrador,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2006,Newfoundland and Labrador,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2006,Northwest Territories,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2006,Northwest Territories,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2006,Northwest Territories,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2006,Nova Scotia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2006,Nova Scotia,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2006,Nova Scotia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2006,Nunavut,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2006,Nunavut,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2006,Nunavut,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2006,Ontario,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,9081993000
2006,Ontario,Pulp and paper product manufacturing,Converted paper product manufacturing,5011472000
2006,Ontario,Pulp and paper product manufacturing,Pulp paper and paperboard mills,4070521000
2006,Prince Edward Island,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2006,Prince Edward Island,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2006,Prince Edward Island,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2006,Quebec,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,10360252000
2006,Quebec,Pulp and paper product manufacturing,Converted paper product manufacturing,2797236000
2006,Quebec,Pulp and paper product manufacturing,Pulp paper and paperboard mills,7563016000
2006,Saskatchewan,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,185154000
2006,Saskatchewan,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2006,Saskatchewan,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2006,Yukon,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2006,Yukon,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2006,Yukon,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2007,Canada,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,29618338000
2007,Canada,Pulp and paper product manufacturing,Converted paper product manufacturing,8710855000
2007,Canada,Pulp and paper product manufacturing,Pulp paper and paperboard mills,20907483000
2007,Alberta,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,1746922000
2007,Alberta,Pulp and paper product manufacturing,Converted paper product manufacturing,286305000
2007,Alberta,Pulp and paper product manufacturing,Pulp paper and paperboard mills,1460617000
2007,British Columbia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,5704515000
2007,British Columbia,Pulp and paper product manufacturing,Converted paper product manufacturing,395510000
2007,British Columbia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,5309005000
2007,Manitoba,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,474103000
2007,Manitoba,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2007,Manitoba,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2007,New Brunswick,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2007,New Brunswick,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2007,New Brunswick,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2007,Newfoundland and Labrador,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2007,Newfoundland and Labrador,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2007,Newfoundland and Labrador,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2007,Northwest Territories,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2007,Northwest Territories,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2007,Northwest Territories,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2007,Nova Scotia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2007,Nova Scotia,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2007,Nova Scotia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2007,Nunavut,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2007,Nunavut,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2007,Nunavut,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2007,Ontario,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,8450836000
2007,Ontario,Pulp and paper product manufacturing,Converted paper product manufacturing,4594382000
2007,Ontario,Pulp and paper product manufacturing,Pulp paper and paperboard mills,3856454000
2007,Prince Edward Island,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2007,Prince Edward Island,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2007,Prince Edward Island,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2007,Quebec,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,9802352000
2007,Quebec,Pulp and paper product manufacturing,Converted paper product manufacturing,2781525000
2007,Quebec,Pulp and paper product manufacturing,Pulp paper and paperboard mills,7020827000
2007,Saskatchewan,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,196694000
2007,Saskatchewan,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2007,Saskatchewan,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2007,Yukon,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2007,Yukon,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2007,Yukon,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2008,Canada,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,28418900000
2008,Canada,Pulp and paper product manufacturing,Converted paper product manufacturing,8224244000
2008,Canada,Pulp and paper product manufacturing,Pulp paper and paperboard mills,20194656000
2008,Alberta,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,1794904000
2008,Alberta,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2008,Alberta,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2008,British Columbia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,5310736000
